tempo_s,theta1_ref_deg,theta1_med_deg,theta2_ref_deg,theta2_med_deg,erro1_deg,erro2_deg,torque1_Nm,torque2_Nm,overshoot1_deg,overshoot2_deg,settling_time1_s,settling_time2_s,estado
0.3,-11.78,-11.77,107.25,106.84,-0.006,0.412,-0.006,0.403,3.779,30.532,,,TRANSPORTAR_WP1
0.4,-11.21,-11.18,111.83,111.42,-0.034,0.409,-0.002,0.404,3.779,30.532,,,TRANSPORTAR_WP1
0.5,-10.64,-10.59,116.41,116.0,-0.049,0.405,0.001,0.404,3.779,30.532,,,TRANSPORTAR_WP1
0.6,-10.08,-10.02,120.99,120.59,-0.057,0.401,0.004,0.404,3.779,30.532,,,TRANSPORTAR_WP1
0.0,-9.64,-9.64,123.65,123.65,0.0,0.0,3.811,-20.013,93.098,5.981,,,TRANSPORTAR_WP2
0.1,-23.6,-21.91,122.75,122.77,-1.698,-0.024,-1.818,0.406,93.098,5.981,,,TRANSPORTAR_WP2
0.2,-37.57,-36.02,121.85,121.71,-1.55,0.139,-1.813,0.408,93.098,5.981,,,TRANSPORTAR_WP2
0.3,-51.53,-50.08,120.95,120.72,-1.454,0.238,-1.813,0.411,93.098,5.981,,,TRANSPORTAR_WP2
0.4,-65.5,-64.11,120.06,119.76,-1.39,0.298,-1.813,0.414,93.098,5.981,,,TRANSPORTAR_WP2
0.5,-79.46,-78.12,119.16,118.82,-1.345,0.335,-1.814,0.417,93.098,5.981,,,TRANSPORTAR_WP2
0.6,-93.43,-92.11,118.26,117.91,-1.312,0.356,-1.815,0.421,93.098,5.981,,,TRANSPORTAR_WP2
0.0,-101.44,-101.44,117.3,117.3,0.0,0.0,80.0,-18.334,34.502,39.149,,,TRANSPORTAR_WP3
0.1,-96.27,-97.22,111.43,111.23,0.949,0.199,0.705,-0.432,34.502,39.149,,,TRANSPORTAR_WP3
0.2,-91.09,-91.87,105.55,105.6,0.779,-0.049,0.701,-0.436,34.502,39.149,,,TRANSPORTAR_WP3
0.3,-85.92,-86.59,99.68,99.88,0.677,-0.2,0.707,-0.436,34.502,39.149,,,TRANSPORTAR_WP3
0.4,-80.74,-81.36,93.81,94.1,0.614,-0.29,0.712,-0.435,34.502,39.149,,,TRANSPORTAR_WP3
0.5,-75.57,-76.14,87.94,88.28,0.575,-0.344,0.715,-0.435,34.502,39.149,,,TRANSPORTAR_WP3
0.6,-70.39,-70.94,82.06,82.44,0.55,-0.375,0.716,-0.435,34.502,39.149,,,TRANSPORTAR_WP3
0.0,-57.47,-57.47,76.31,76.31,0.0,0.0,-33.818,19.448,0.435,57.121,,,RETORNO
0.1,-57.5,-57.82,80.12,80.15,0.315,-0.028,0.01,0.339,0.435,57.121,,,RETORNO
0.2,-57.53,-57.7,83.93,83.82,0.168,0.103,-0.054,0.323,0.435,57.121,,,RETORNO
0.3,-57.56,-57.64,87.74,87.55,0.078,0.184,-0.049,0.328,0.435,57.121,,,RETORNO
0.4,-57.59,-57.62,91.54,91.31,0.026,0.233,-0.046,0.331,0.435,57.121,,,RETORNO
0.5,-57.62,-57.65,95.35,95.08,0.027,0.269,-0.039,0.335,0.435,57.121,,,RETORNO
0.6,-57.65,-57.65,99.16,98.88,-0.004,0.283,-0.045,0.333,0.435,57.121,,,RETORNO
0.7,-57.68,-57.66,102.97,102.68,-0.022,0.291,-0.044,0.334,0.435,57.121,,,RETORNO
0.8,-57.71,-57.67,106.78,106.48,-0.032,0.295,-0.043,0.335,0.435,57.121,,,RETORNO
0.9,-57.74,-57.7,110.58,110.29,-0.038,0.295,-0.042,0.335,0.435,57.121,1.008,,RETORNO
1.0,-57.77,-57.72,114.39,114.1,-0.04,0.294,-0.041,0.335,0.435,57.121,1.008,,RETORNO
1.1,-57.79,-57.75,118.2,117.91,-0.042,0.292,-0.04,0.335,0.435,57.121,1.008,,RETORNO
1.2,-57.82,-57.78,122.01,121.72,-0.042,0.29,-0.039,0.335,0.435,57.121,1.008,,RETORNO
1.3,-57.85,-57.81,125.82,125.53,-0.041,0.286,-0.037,0.335,0.435,57.121,1.008,,RETORNO
1.4,-57.88,-57.84,129.62,129.34,-0.04,0.283,-0.036,0.335,0.435,57.121,1.008,,RETORNO
0.0,-57.87,-57.87,133.15,133.15,0.0,0.0,0.0,0.0,55.761,57.288,,,APROXIMAR
0.1,-54.77,-55.05,129.97,130.31,0.28,-0.34,0.405,-0.259,55.761,57.288,,,APROXIMAR
0.2,-51.68,-51.96,126.79,127.09,0.282,-0.301,0.406,-0.258,55.761,57.288,,,APROXIMAR
0.3,-48.58,-48.86,123.61,123.88,0.282,-0.275,0.407,-0.257,55.761,57.288,,,APROXIMAR
0.4,-45.48,-45.76,120.42,120.68,0.281,-0.257,0.408,-0.255,55.761,57.288,,,APROXIMAR
0.5,-42.38,-42.66,117.24,117.48,0.279,-0.245,0.408,-0.254,55.761,57.288,,,APROXIMAR
0.6,-39.28,-39.56,114.06,114.29,0.277,-0.235,0.409,-0.254,55.761,57.288,,,APROXIMAR
0.7,-36.19,-36.46,110.87,111.1,0.274,-0.228,0.41,-0.253,55.761,57.288,,,APROXIMAR
0.8,-33.09,-33.36,107.69,107.91,0.272,-0.222,0.411,-0.252,55.761,57.288,,,APROXIMAR
0.9,-29.99,-30.26,104.51,104.73,0.269,-0.217,0.411,-0.252,55.761,57.288,,,APROXIMAR
1.0,-26.89,-27.16,101.33,101.54,0.266,-0.213,0.412,-0.251,55.761,57.288,,,APROXIMAR
1.1,-23.79,-24.06,98.14,98.35,0.263,-0.209,0.412,-0.251,55.761,57.288,,,APROXIMAR
1.2,-20.7,-20.96,94.96,95.17,0.26,-0.206,0.412,-0.25,55.761,57.288,,,APROXIMAR
1.3,-17.6,-17.86,91.78,91.98,0.257,-0.202,0.413,-0.25,55.761,57.288,,,APROXIMAR
1.4,-14.5,-14.75,88.6,88.89,0.252,-0.297,1.052,-0.946,55.761,57.288,,,APROXIMAR
1.5,-11.4,-11.78,85.41,85.69,0.372,-0.278,0.852,-0.292,55.761,57.288,,,APROXIMAR
1.6,-8.31,-8.76,82.23,82.48,0.453,-0.251,0.887,-0.258,55.761,57.288,,,APROXIMAR
1.7,-5.21,-5.72,79.05,79.27,0.508,-0.22,0.917,-0.225,55.761,57.288,,,APROXIMAR
0.0,-1.95,-1.95,77.49,77.49,0.0,0.0,-34.181,9.517,1.684,8.184,,,LEVANTAR
0.1,-2.16,-2.45,78.51,78.04,0.29,0.475,0.969,1.981,1.684,8.184,,,LEVANTAR
0.2,-2.37,-2.92,79.54,78.31,0.557,1.224,1.773,2.791,1.684,8.184,,,LEVANTAR
0.3,-2.58,-3.53,80.56,78.63,0.95,1.935,2.594,3.426,1.684,8.184,,,LEVANTAR
0.4,-2.79,-4.3,81.58,78.86,1.513,2.723,3.897,4.582,1.684,8.184,,,LEVANTAR
0.5,-3.0,-5.11,82.61,79.14,2.114,3.465,4.349,4.877,1.684,8.184,,,LEVANTAR
0.6,-3.21,-5.79,83.63,79.57,2.585,4.061,4.973,5.535,2.164,8.184,,,LEVANTAR
0.7,-3.42,-6.29,84.65,80.31,2.867,4.342,4.584,5.354,2.656,8.184,,,LEVANTAR
0.0,-6.66,-6.66,81.07,81.07,0.0,0.0,-80.0,-80.0,2.948,37.867,,,TRANSPORTAR_WP1
0.1,-6.22,-8.16,86.75,82.57,1.943,4.176,7.417,12.152,4.449,37.867,,,TRANSPORTAR_WP1
0.2,-5.78,-9.48,92.43,85.12,3.706,7.311,10.033,12.597,5.77,37.867,,,TRANSPORTAR_WP1
0.3,-5.33,-10.25,98.11,89.84,4.915,8.27,8.83,8.965,6.537,37.867,,,TRANSPORTAR_WP1
0.4,-4.89,-9.59,103.79,96.43,4.698,7.364,4.843,5.12,6.537,37.867,,,TRANSPORTAR_WP1
0.5,-4.45,-8.33,109.47,103.27,3.885,6.199,3.877,4.722,6.537,37.867,,,TRANSPORTAR_WP1
0.6,-4.01,-7.0,115.15,110.13,2.994,5.024,2.512,3.597,6.537,37.867,,,TRANSPORTAR_WP1
0.0,-6.13,-6.13,114.64,114.64,0.0,0.0,-80.0,-80.0,96.604,3.025,,,TRANSPORTAR_WP2
0.1,-20.62,-17.99,115.09,115.57,-2.633,-0.48,-6.648,-2.281,96.604,3.025,,,TRANSPORTAR_WP2
0.2,-35.11,-31.41,115.55,117.07,-3.7,-1.524,-6.382,-2.45,96.604,3.025,,,TRANSPORTAR_WP2
0.3,-49.6,-45.61,116.0,117.93,-3.999,-1.932,-4.963,-1.505,96.604,3.025,,,TRANSPORTAR_WP2
0.4,-64.1,-60.32,116.45,118.29,-3.772,-1.836,-3.859,-0.738,96.604,3.025,,,TRANSPORTAR_WP2
0.5,-78.59,-75.21,116.91,118.46,-3.375,-1.557,-3.216,-0.312,96.604,3.025,,,TRANSPORTAR_WP2
0.6,-93.08,-90.09,117.36,118.63,-2.987,-1.267,-2.861,-0.088,96.604,3.025,,,TRANSPORTAR_WP2
0.0,-99.97,-99.97,118.76,118.76,0.0,0.0,80.0,56.387,33.032,40.613,,,TRANSPORTAR_WP3
0.1,-95.02,-96.73,112.67,115.02,1.712,-2.349,5.35,-6.223,33.032,40.613,,,TRANSPORTAR_WP3
0.2,-90.06,-92.24,106.58,110.14,2.172,-3.561,3.513,-4.04,33.032,40.613,,,TRANSPORTAR_WP3
0.3,-85.11,-87.12,100.49,104.02,2.016,-3.533,2.597,-2.509,33.032,40.613,,,TRANSPORTAR_WP3
0.4,-80.15,-81.92,94.39,97.5,1.765,-3.109,2.316,-1.759,33.032,40.613,,,TRANSPORTAR_WP3
0.5,-75.2,-76.77,88.3,90.93,1.572,-2.631,2.288,-1.327,33.032,40.613,,,TRANSPORTAR_WP3
0.6,-70.24,-71.71,82.21,84.41,1.464,-2.194,2.379,-1.016,33.032,40.613,,,TRANSPORTAR_WP3
0.0,-63.41,-63.41,75.71,75.71,0.0,0.0,-80.0,80.0,5.503,57.719,,,RETORNO
0.1,-63.05,-63.93,79.56,80.66,0.885,-1.096,0.078,0.326,6.021,57.719,,,RETORNO
0.2,-62.68,-63.03,83.41,84.11,0.346,-0.698,-0.053,0.298,6.021,57.719,,,RETORNO
0.3,-62.31,-62.34,87.26,87.7,0.027,-0.447,-0.03,0.316,6.021,57.719,,,RETORNO
0.4,-61.95,-61.79,91.11,91.39,-0.156,-0.287,-0.017,0.326,6.021,57.719,,,RETORNO
0.5,-61.58,-61.32,94.95,95.14,-0.261,-0.185,-0.01,0.332,6.021,57.719,,,RETORNO
0.6,-61.21,-60.89,98.8,98.92,-0.32,-0.121,-0.007,0.335,6.021,57.719,,,RETORNO
0.7,-60.84,-60.49,102.65,102.73,-0.353,-0.08,-0.005,0.337,6.021,57.719,,,RETORNO
0.8,-60.48,-60.11,106.5,106.55,-0.37,-0.054,-0.003,0.338,6.021,57.719,,,RETORNO
0.9,-60.11,-59.73,110.34,110.38,-0.377,-0.038,-0.002,0.338,6.021,57.719,,,RETORNO
1.0,-59.74,-59.36,114.19,114.22,-0.38,-0.027,-0.001,0.338,6.021,57.719,,,RETORNO
1.1,-59.38,-59.0,118.04,118.06,-0.379,-0.021,0.0,0.339,6.021,57.719,,,RETORNO
1.2,-59.01,-58.63,121.89,121.91,-0.376,-0.017,0.002,0.339,6.021,57.719,,,RETORNO
1.3,-58.64,-58.27,125.74,125.75,-0.372,-0.014,0.004,0.339,6.021,57.719,,,RETORNO
1.4,-58.28,-57.91,129.58,129.6,-0.367,-0.013,0.005,0.339,6.021,57.719,,,RETORNO
0.0,-57.55,-57.55,133.44,133.44,0.0,0.0,0.0,0.0,61.304,70.978,,,APROXIMAR
0.1,-54.14,-54.43,129.5,129.89,0.283,-0.394,0.447,-0.322,61.304,70.978,,,APROXIMAR
0.2,-50.74,-51.03,125.56,125.91,0.296,-0.356,0.448,-0.32,61.304,70.978,,,APROXIMAR
0.3,-47.33,-47.63,121.61,121.95,0.303,-0.331,0.45,-0.318,61.304,70.978,,,APROXIMAR
0.4,-43.93,-44.23,117.67,117.98,0.306,-0.313,0.451,-0.316,61.304,70.978,,,APROXIMAR
0.5,-40.52,-40.83,113.73,114.03,0.306,-0.3,0.452,-0.315,61.304,70.978,,,APROXIMAR
0.6,-37.11,-37.42,109.78,110.07,0.305,-0.29,0.453,-0.314,61.304,70.978,,,APROXIMAR
0.7,-33.71,-34.01,105.84,106.12,0.303,-0.282,0.454,-0.313,61.304,70.978,,,APROXIMAR
0.8,-30.3,-30.6,101.9,102.17,0.301,-0.276,0.455,-0.312,61.304,70.978,,,APROXIMAR
0.9,-26.9,-27.19,97.95,98.22,0.298,-0.27,0.455,-0.312,61.304,70.978,,,APROXIMAR
1.0,-23.49,-23.79,94.01,94.28,0.295,-0.265,0.455,-0.311,61.304,70.978,,,APROXIMAR
1.1,-20.09,-20.38,90.07,90.33,0.292,-0.26,0.456,-0.311,61.304,70.978,,,APROXIMAR
1.2,-16.68,-16.97,86.13,86.38,0.288,-0.256,0.456,-0.311,61.304,70.978,,,APROXIMAR
1.3,-13.27,-13.55,82.18,82.51,0.279,-0.324,0.351,-0.661,61.304,70.978,,,APROXIMAR
1.4,-9.87,-10.11,78.24,78.66,0.239,-0.426,0.312,-0.674,61.304,70.978,,,APROXIMAR
1.5,-6.46,-6.76,74.3,74.72,0.299,-0.425,0.848,-0.366,61.304,70.978,,,APROXIMAR
1.6,-3.06,-3.47,70.35,70.71,0.411,-0.361,0.895,-0.33,61.304,70.978,,,APROXIMAR
1.7,0.35,-0.14,66.41,66.72,0.486,-0.311,0.95,-0.299,61.304,70.978,,,APROXIMAR
0.0,3.99,3.99,63.53,63.53,0.0,0.0,-34.038,13.171,2.795,10.312,,,LEVANTAR
0.1,3.64,3.4,64.82,64.51,0.239,0.307,0.721,1.541,2.795,10.312,,,LEVANTAR
0.2,3.29,2.9,66.11,65.25,0.392,0.86,1.158,1.875,2.795,10.312,,,LEVANTAR
0.3,2.94,2.32,67.4,66.05,0.62,1.346,1.653,2.352,2.795,10.312,,,LEVANTAR
0.4,2.59,1.69,68.69,66.87,0.9,1.817,2.171,2.851,2.795,10.312,,,LEVANTAR
0.5,2.24,1.03,69.98,67.69,1.217,2.291,2.715,3.407,2.795,10.312,,,LEVANTAR
0.6,1.89,0.34,71.27,68.47,1.559,2.795,3.263,4.056,2.795,10.312,,,LEVANTAR
0.7,1.55,-0.45,72.56,69.28,1.998,3.276,4.196,4.522,2.795,10.312,,,LEVANTAR
0.0,-1.26,-1.26,70.06,70.06,0.0,0.0,-80.0,-80.0,1.445,45.13,,,TRANSPORTAR_WP1
0.1,-1.04,-3.22,76.83,72.25,2.18,4.576,8.886,13.454,3.408,45.13,,,TRANSPORTAR_WP1
0.2,-0.82,-5.15,83.6,75.13,4.332,8.472,11.835,16.677,5.343,45.13,,,TRANSPORTAR_WP1
0.3,-0.61,-6.47,90.37,81.08,5.865,9.284,4.271,2.529,6.66,45.13,,,TRANSPORTAR_WP1
0.4,-0.39,-3.64,97.14,91.35,3.252,5.784,-0.948,0.504,6.66,45.13,,,TRANSPORTAR_WP1
0.5,-0.17,-1.74,103.91,100.37,1.565,3.532,-0.515,0.568,6.66,45.13,,,TRANSPORTAR_WP1
0.6,0.04,-0.61,110.67,108.52,0.653,2.157,-0.296,0.594,6.66,45.13,,,TRANSPORTAR_WP1
0.0,-0.1,-0.1,113.64,113.64,0.0,0.0,-18.772,-78.951,102.637,4.027,,,TRANSPORTAR_WP2
0.1,-15.5,-13.5,114.24,113.88,-1.999,0.357,-1.884,0.694,102.637,4.027,,,TRANSPORTAR_WP2
0.2,-30.89,-29.01,114.85,114.6,-1.877,0.246,-1.872,0.689,102.637,4.027,,,TRANSPORTAR_WP2
0.3,-46.29,-44.49,115.45,115.27,-1.796,0.175,-1.875,0.681,102.637,4.027,,,TRANSPORTAR_WP2
0.4,-61.68,-59.94,116.05,115.93,-1.74,0.127,-1.877,0.675,102.637,4.027,,,TRANSPORTAR_WP2
0.5,-77.08,-75.38,116.66,116.56,-1.698,0.096,-1.879,0.671,102.637,4.027,,,TRANSPORTAR_WP2
0.6,-92.47,-90.81,117.26,117.19,-1.665,0.075,-1.879,0.666,102.637,4.027,,,TRANSPORTAR_WP2
0.0,-101.09,-101.09,117.6,117.6,0.0,0.0,80.0,-2.637,34.151,39.45,,,TRANSPORTAR_WP3
0.1,-95.97,-96.89,111.68,111.93,0.92,-0.244,0.688,-0.438,34.151,39.45,,,TRANSPORTAR_WP3
0.2,-90.85,-91.48,105.76,106.31,0.634,-0.545,0.685,-0.443,34.151,39.45,,,TRANSPORTAR_WP3
0.3,-85.72,-86.19,99.85,100.57,0.463,-0.726,0.693,-0.442,34.151,39.45,,,TRANSPORTAR_WP3
0.4,-80.6,-80.96,93.93,94.76,0.362,-0.833,0.698,-0.442,34.151,39.45,,,TRANSPORTAR_WP3
0.5,-75.48,-75.78,88.01,88.91,0.302,-0.893,0.703,-0.441,34.151,39.45,,,TRANSPORTAR_WP3
0.6,-70.36,-70.62,82.09,83.02,0.267,-0.925,0.705,-0.442,34.151,39.45,,,TRANSPORTAR_WP3
0.0,-57.35,-57.35,76.73,76.73,0.0,0.0,-15.395,47.608,0.557,56.705,,,RETORNO
0.1,-57.39,-57.4,80.51,81.09,0.006,-0.577,-0.068,0.31,0.557,56.705,,,RETORNO
0.2,-57.43,-57.29,84.29,84.73,-0.134,-0.44,-0.054,0.32,0.617,56.705,,,RETORNO
0.3,-57.46,-57.25,88.07,88.42,-0.214,-0.351,-0.049,0.326,0.659,56.705,,,RETORNO
0.4,-57.5,-57.62,91.85,92.02,0.115,-0.174,1.234,0.673,0.659,56.705,,,RETORNO
0.5,-57.54,-57.53,95.63,95.79,-0.004,-0.159,-0.066,0.324,0.659,56.705,,,RETORNO
0.6,-57.58,-57.44,99.41,99.59,-0.141,-0.176,-0.06,0.326,0.659,56.705,,,RETORNO
0.7,-57.61,-57.46,103.19,103.37,-0.151,-0.179,0.999,0.63,0.659,56.705,,,RETORNO
0.8,-57.65,-57.62,106.97,107.09,-0.035,-0.123,-0.031,0.336,0.659,56.705,,,RETORNO
0.9,-57.69,-57.53,110.75,110.9,-0.154,-0.15,-0.053,0.329,0.659,56.705,,,RETORNO
1.0,-57.72,-57.5,114.53,114.7,-0.222,-0.165,-0.047,0.331,0.659,56.705,,,RETORNO
1.1,-57.76,-57.5,118.31,118.48,-0.26,-0.173,-0.043,0.331,0.659,56.705,,,RETORNO
1.2,-57.8,-57.52,122.09,122.27,-0.28,-0.177,-0.04,0.332,0.659,56.705,,,RETORNO
1.3,-57.84,-57.55,125.87,126.05,-0.289,-0.178,-0.038,0.332,0.659,56.705,1.497,,RETORNO
1.4,-57.87,-57.58,129.65,129.83,-0.293,-0.178,-0.036,0.332,0.659,56.705,1.497,,RETORNO
