tempo_s,theta1_ref_deg,theta1_med_deg,theta2_ref_deg,theta2_med_deg,erro1_deg,erro2_deg,torque1_Nm,torque2_Nm,overshoot1_deg,overshoot2_deg,settling_time1_s,settling_time2_s,estado
0.0,-100.18,-100.18,118.59,118.59,0.0,0.0,80.0,47.673,33.241,40.44,,,TRANSPORTAR_WP3
0.1,-95.2,-97.07,112.52,114.8,1.872,-2.274,6.738,-7.378,33.241,40.44,,,TRANSPORTAR_WP3
0.2,-90.21,-92.64,106.46,110.08,2.433,-3.621,3.441,-3.8,33.241,40.44,,,TRANSPORTAR_WP3
0.3,-85.22,-87.26,100.39,103.72,2.042,-3.331,1.886,-1.677,33.241,40.44,,,TRANSPORTAR_WP3
0.4,-80.24,-81.7,94.33,96.92,1.467,-2.592,1.071,-0.814,33.241,40.44,,,TRANSPORTAR_WP3
0.5,-75.25,-76.26,88.26,90.25,1.009,-1.992,0.845,-0.607,33.241,40.44,,,TRANSPORTAR_WP3
0.6,-70.26,-70.95,82.19,83.76,0.69,-1.57,0.746,-0.524,33.241,40.44,,,TRANSPORTAR_WP3
0.0,-62.32,-62.32,75.31,75.31,0.0,0.0,-34.034,69.727,4.412,58.127,,,RETORNO
0.1,-62.03,-62.45,79.18,79.85,0.424,-0.668,0.027,0.329,4.542,58.127,,,RETORNO
0.2,-61.73,-61.83,83.06,83.48,0.098,-0.425,-0.042,0.316,4.542,58.127,,,RETORNO
0.3,-61.44,-61.35,86.93,87.2,-0.094,-0.271,-0.028,0.327,4.542,58.127,,,RETORNO
0.4,-61.15,-60.94,90.81,90.98,-0.203,-0.173,-0.02,0.333,4.542,58.127,,,RETORNO
0.5,-60.85,-60.59,94.68,94.79,-0.265,-0.111,-0.016,0.337,4.542,58.127,,,RETORNO
0.6,-60.56,-60.26,98.56,98.63,-0.3,-0.071,-0.014,0.339,4.542,58.127,,,RETORNO
0.7,-60.26,-59.94,102.43,102.48,-0.318,-0.046,-0.012,0.34,4.542,58.127,,,RETORNO
0.8,-59.97,-59.64,106.31,106.34,-0.327,-0.03,-0.011,0.34,4.542,58.127,,,RETORNO
0.9,-59.67,-59.34,110.18,110.2,-0.33,-0.02,-0.01,0.341,4.542,58.127,,,RETORNO
1.0,-59.38,-59.05,114.06,114.07,-0.33,-0.014,-0.009,0.341,4.542,58.127,,,RETORNO
1.1,-59.09,-58.76,117.93,117.94,-0.328,-0.01,-0.008,0.341,4.542,58.127,,,RETORNO
1.2,-58.79,-58.47,121.81,121.81,-0.325,-0.007,-0.006,0.341,4.542,58.127,,,RETORNO
1.3,-58.5,-58.18,125.68,125.69,-0.321,-0.006,-0.005,0.341,4.542,58.127,,,RETORNO
1.4,-58.2,-57.89,129.56,129.56,-0.316,-0.005,-0.003,0.341,4.542,58.127,,,RETORNO
0.0,-57.6,-57.6,133.44,133.44,0.0,0.0,0.0,0.0,49.55,58.826,,,APROXIMAR
0.1,-54.85,-55.07,130.17,130.52,0.225,-0.354,0.357,-0.272,49.55,58.826,,,APROXIMAR
0.2,-52.09,-52.33,126.9,127.21,0.236,-0.314,0.358,-0.27,49.55,58.826,,,APROXIMAR
0.3,-49.34,-49.58,123.63,123.92,0.241,-0.287,0.358,-0.269,49.55,58.826,,,APROXIMAR
0.4,-46.59,-46.83,120.36,120.63,0.244,-0.269,0.359,-0.268,49.55,58.826,,,APROXIMAR
0.5,-43.84,-44.08,117.1,117.35,0.244,-0.256,0.36,-0.267,49.55,58.826,,,APROXIMAR
0.6,-41.08,-41.33,113.83,114.08,0.243,-0.247,0.36,-0.267,49.55,58.826,,,APROXIMAR
0.7,-38.33,-38.57,110.56,110.8,0.241,-0.24,0.361,-0.266,49.55,58.826,,,APROXIMAR
